case_summaries,source
"The Oregon Death With Dignity Act (ODWDA), which was enacted in 1994, exempts from civil or criminal liability state-licensed physicians who, in compliance with ODWDA's specific safeguards, dispense or prescribe a lethal dose of drugs requested by an Oregon resident with a terminal illness that, within reasonable medical judgment, will cause death within 6 months. In 2001, the Attorney General issued an interpretive rule announcing that (1) assisting suicide is not a legitimate medical purpose under _ 1306.04(a); (2) prescribing, dispensing, or administering federally controlled substances for this purpose violates the CSA; and (3) such conduct by a registered physician may render the physician's registration inconsistent with the public interest and therefore subject to possible suspension or revocation under _ 824(a)(4). Oregon and some state residents--a physician, a pharmacist, and some terminally-ill patients--challenged the interpretive rule, and the United States District Court for the District of Oregon permanently enjoined the rule's enforcement. The United States Court of Appeals for the Ninth Circuit then held the rule invalid, as the Court of Appeals reasoned that (1) the rule altered the balance between the states and the Federal Government without the requisite clear statement that the CSA authorized such alteration; and (2) in the alternative, the rule could not be squared with the CSA's plain language, which (a) targeted only conventional drug abuse, and (b) excluded the Attorney General from decisions on medical policy ( 368 F. 3d 1118).",lexis
"In the Superior Court of Clarke County, Georgia, an injunction was sought against the operation of a Georgia county school board's desegregation plan for the county's public elementary schools. Approximately one-third of the elementary school students were Negro, and under the school board's plan, which created new attendance zones and required busing of students, the percentage of Negroes in each elementary school would range from about 20 percent to 50 percent. The Superior Court denied injunctive relief against the operation of the desegregation plan, but the Georgia Supreme Court reversed (226 Ga 456, 175 SE2d 649), holding that (1) in attempting to achieve a predetermined racial balance in the elementary schools by treating students differently because of their race, the county school board violated the equal protection clause of the Fourteenth Amendment, and (2) the plan violated federal civil rights legislation pertaining to the assignment of students to overcome racial imbalance (42 USC 2000c(b)) and the transportation of students to achieve racial balance (42 USC 2000c- 6(a)).",lexis
"Under New York constitutional and statutory provisions, a new county charter, changing the allocation of powers between the county and its cities, towns, and villages, can go into effect only if it is approved in a referendum election by separate majorities of the voters who live in the cities within the county, and of those who live outside the cities. In 1972, a proposed charter for Niagara County, New York, was put to referendum, with a majority of the city voters approving the charter and a majority of the noncity voters disapproving it. A majority of those voting in the entire county favored the charter. A group of Niagara County voters filed suit pursuant to 42 USCS 1983 in the United States District Court for the Western District of New York, seeking a declaration that the New York concurrent majority requirement was unconstitutional, and an order directing the appropriate New York officials to file the Niagara County charter as a duly enacted local law. A three-judge court was convened, but before its decision was announced, another new charter was put to a referendum in Niagara County in 1974. Again a majority of the city voters approved the charter, a majority of the noncity voters disapproved it, and an aggregate majority of all those in the county who voted approved it. The District Court subsequently found the concurrent majority requirement violative of the equal protection clause of the Fourteenth Amendment, and ordered implementation of the 1972 charter (386 F Supp 1). On appeal, the United States Supreme Court vacated that judgment and remanded the cause for reconsideration in light of the provisions of the new charter adopted by Niagara County in 1974 (423 US 808, 46 L Ed 2d 24, 96 S Ct 11). On remand, the District Court found that there was no substantial difference between the two county charters and that the 1974 charter superseded the 1972 charter. Pursuant to its previous constitutional adjudication, the District Court decreed that the 1974 charter was in full force and effect.",lexis
"An Indiana stock insurance corporation, as required by North Carolina law to do business in the state, joined the North Carolina Life and Accident and Health Insurance Guaranty Association, a state-created association of all foreign and domestic insurance companies operating in North Carolina which was ultimately responsible for fulfilling the policy obligations of any member that becomes insolvent or otherwise fails to honor its obligation to North Carolina policyholders. After determining that the insurance company's financial condition was questionable, the North Carolina Commissioner of Insurance required it to post a $ 100,000 deposit for the sole benefit of North Carolina policyholders, and the company did so soon thereafter. Subsequently, the Indiana Department of Insurance commenced rehabilitation proceedings against the insurance company in the Superior Court for Marion County, on the ground that its reserves were inadequate to meet its future policy obligations. The rehabilitation court appointed the Indiana Commissioner of Insurance as rehabilitator and directed him to take possession of the business and assets of the insurance company, and notice of this action was sent to all state insurance commissioners. The North Carolina Commissioner informed the Association that the company was undergoing rehabilitation in Indiana, and that title to all assets of the company had been transferred, and the Association later intervened in the rehabilitation proceedings. After extensive proceedings, the rehabilitation court ordered the adoption of a rehabilitation plan, the court stating that it had jurisdiction over the subject matter and over the parties, including all policyowners and state insurance guaranty associations, and no appeal was taken from this order. Afterwards, the insurance company and the the Association disagreed as to the effect of the plan on the deposit previously made in North Carolina, and the Association filed suit against the insurance company, and various North Carolina officials, in the Superior Court of Wake County, North Carolina, seeking a declaratory judgment that the Association was entitled to use the deposit to fulfill the pre-rehabilitation contractual obligations to North Carolina policyowners that had been compromised in the rehabilitation proceeding. The insurance company answered, asserting that the Indiana judgment was res judicata as to any pre-rehabilitation claims against the deposit, and therefore was entitled to full faith and credit in the North Carolina courts. In addition, the insurance company invoked the rehabilitation court's continuing jurisdiction to resolve all the questions involving the interpretation of the plan, and after a hearing at which the company and the Association appeared and presented their respective full-faith-and-credit claims, the rehabilitation court held that the plan fully adjudicated and determined that the North Carolina deposit was an asset of the insurance company, and any claim existing as of the date of the adoption of the plan was compromised, settled, and dismissed by its final order and the plan. However, on motions for summary judgment filed by both parties, the North Carolina trial court ruled in favor of the Association, reasoning that it was the only court with a requisite subject matter jurisdiction to determine the rights of North Carolina policyholders in the deposit, and noting that the Indiana courts did not have in personam jurisdiction over North Carolina officials or over the North Carolina policyholders, and the court ordered the liquidation of the deposit to reimburse the Association for satisfying the pre-rehabilitation claims of North Carolina policyholders. On appeal, the Court of Appeals of North Carolina affirmed, concluding that the deposit could never be an asset of the insurance company, and that the rehabilitation court's decision to the contrary was not entitled to full faith and credit (48 NC App 508, 269 SE2d 688), and the Supreme Court of North Carolina declined to grant discretionary review (301 NC 527, 273 SE2d 453).",lexis
"Two privately retained lawyers represented three criminal defendants charged with first degree murder throughout the state proceedings which followed their indictment in Pennsylvania. All the defendants were tried separately. The first defendant to come to trial was found guilty in the Pennsylvania Court of Common Pleas wholly on the basis of circumstantial evidence after his defense rested without presenting any evidence. At no time did such defendant or his lawyers object to the multiple representation. The other two codefendants were subsequently acquitted. The first defendant eventually petitioned for collateral relief under state law, alleging, among other claims, that he had been denied the effective assistance of counsel because his defense lawyers represented conflicting interests. After hearing testimony from both lawyers--one of whom testified that concern for the other two codefendants had influenced his judgment not to present a defense--the Court of Common Pleas denied relief. The Supreme Court of Pennsylvania affirmed both the first defendant's original conviction and the denial of collateral relief (472 Pa 129, 371 A2d 468). The court ruled that there was no dual representation ""in the true sense of the term,"" and that resting the defense was a reasonable tactic which did not amount to a denial of the effective assistance of counsel. The defendant then sought habeas corpus relief in the United States District Court for the Eastern District of Pennsylvania, which accepted the Supreme Court of Pennsylvania's conclusion that there had been no multiple representation. The District Court also decided that, even assuming multiple representation, the evidence adduced in the state post-conviction proceeding revealed no conflict of interest. The United States Court of Appeals for the Third Circuit reversed, holding that the two lawyers' participation in the trial of the defendants established multiple representation as a matter of law, and further ruling that a sufficient possibility of conflict of interest had been raised to prove a violation of the defendant's Sixth Amendment right to the effective assistance of counsel, since a defendant was entitled to reversal of a conviction whenever some showing of a possible conflict of interest or prejudice, however remote, was made (593 F2d 512).",lexis
"That Court held that the Postal Service must comply with an arbitration award that orders to reinstate to a letter carrier position an individual who has been criminally convicted of failing to deliver over 3500 pieces of mail,  [*2]  and who an arbitrator found posed a risk of again delaying the mail in the future.",lexis
"During an investigation in 1963 by the New Hampshire Attorney General, a witness refused to answer questions concerning Communist activities before 1957. He was committed to jail for one year or until he purged himself of contempt, and the judgment was affirmed by the New Hampshire Supreme Court. (106 NH 262, 209 A2d 712.)",lexis
"Charitable organizations soliciting funds in California must disclose the identities of their major donors to the state Attorney General’s Office. Charities generally must register with the Attorney General and renew their registrations annually. The Attorney General requires charities renewing their registrations to file copies of their Internal Revenue Service Form 990, a form on which tax-exempt organizations provide information about their mission, leadership, and finances. Schedule B to Form 990—the document that gives rise to the present dispute—requires organizations to disclose the names and addresses of their major donors. The State contends that having this information readily available furthers its interest in policing misconduct by charities. The petitioners are two tax-exempt charities that solicit contributions in California. Since 2001, each petitioner has renewed its registration and has filed a copy of its Form 990 with the Attorney General, as required by Cal. Code Regs., tit. 11, §301. To preserve their donors’ anonymity, however, the petitioners have declined to file unredacted Schedule Bs, and they had until recently faced no consequences for noncompliance. In 2010, the State increased its enforcement of charities’ Schedule B disclosure obligations, and the Attorney General ultimately threatened the petitioners with suspension of their registrations and fines for noncompliance. The petitioners each responded by filing suit in District Court, alleging that the compelled disclosure requirement violated their First Amendment rights and the rights of their donors. Disclosure of their Schedule Bs, the petitioners alleged, would make their donors less likely to contribute and would subject them to the risk of reprisals. Both organizations challenged the constitutionality of the disclosure requirement on its face and as applied to them. In each case, the District Court granted preliminary injunctive relief prohibiting the Attorney General from collecting the petitioners’ Schedule B information. The Ninth Circuit vacated and remanded, reasoning that Circuit precedent required rejection of the petitioners’ facial challenge. Reviewing the petitioners’ as-applied claims under an “exacting scrutiny” standard, the panel narrowed the District Court’s injunction, and it allowed the Attorney General to collect the petitioners’ Schedule Bs so long as they were not publicly disclosed. On remand, the District Court held bench trials in both cases, after which it entered judgment for the petitioners and permanently enjoined the Attorney General from collecting their Schedule Bs. Applying exacting scrutiny, the District Court held that disclosure of Schedule Bs was not narrowly tailored to the State’s interest in investigating charitable misconduct. The court found little evidence that the Attorney General’s investigators relied on Schedule Bs to detect charitable fraud, and it determined that the disclosure regime burdened the associational rights of donors. The District Court also found that California was unable to ensure the confidentiality of donors’ information. The Ninth Circuit again vacated the District Court’s injunctions, and this time reversed the judgments and remanded for entry of judgment in favor of the Attorney General. The Ninth Circuit held that the District Court had erred by imposing a narrow tailoring requirement. And it reasoned that the disclosure regime satisfied exacting scrutiny because the up-front collection of charities’ Schedule Bs promoted investigative efficiency and effectiveness. The panel also found that the disclosure of Schedule Bs would not meaningfully burden donors’ associational rights. The Ninth Circuit denied rehearing en banc, over a dissent.",lexis
"In proceedings in the United States District Court for the District of Arizona to condemn certain ranch lands that were used in conjunction with adjacent Federal Government lands under revocable grazing permits issued by the government to the owner under the Taylor Grazing Act (43 USCS 315b), the District Court allowed the landowner to introduce, and the jury to consider, evidence as to value accruing to the condemned fee lands as a result of their use in combination with the permit lands. The Court of Appeals for the Ninth Circuit affirmed (442 F2d 504).",lexis
"California’s prisons are designed to house a population just under 80,000, but at the time of the decision under review the population was almost double that. The resulting conditions are the subject of two federal class actions. In Coleman v. Brown, filed in 1990, the District Court found that prisoners with serious mental illness do not receive minimal, adequate care. A Special Master appointed to oversee remedial efforts reported 12 years later that the state of mental health care in California’s prisons was deteriorating due to increased overcrowding. In Plata v. Brown, filed in 2001, the State conceded that deficiencies in prison medical care violated prisoners’ Eighth Amendment rights and stipulated to a remedial injunction. But when the State had not complied with the injunction by 2005, the court appointed a Receiver to oversee remedial efforts. Three years later, the Receiver described continuing deficiencies caused by overcrowding. Believing that a remedy for unconstitutional medical and mental health care could not be achieved without reducing overcrowding, the Coleman and Plata plaintiffs moved their respective District Courts to convene a three-judge court empowered by the Prison Litigation Reform Act of 1995 (PLRA) to order reductions in the prison population. The judges in both actions granted the request, and the cases were consolidated before a single three-judge court. After hearing testimony and making extensive findings of fact, the court ordered California to reduce its prison population to 137.5% of design capacity within two years. Finding that the prison population would have to be reduced if capacity could not be increased through new construction, the court ordered the State to formulate a compliance plan and submit it for court approval.",lexis
"The present proceeding involved a motion, made in the United States District Court for the Eastern District of Michigan in 1958 under Federal Civil Procedure Rule 60(b)(5) and (6) to set aside a 1953 denaturalization decree of that court on the ground that in the light of two recent opinions of the United States Supreme Court it was no longer equitable that the decree should have prospective application. The motion was denied (24 FRD 401) and the Court of Appeals for the Sixth Circuit affirmed (272 F2d 709).",lexis
"After attorneys in the Antitrust Division of the Department of Justice conducted an extensive grand jury investigation of three American corporations suspected of conspiring to fix the price of goods being sold to a foreign government and financed by the Department of State's Agency for International Development, the Department of Justice concluded that while the corporations had violated 1 of the Sherman Act (15 USCS 1), criminal prosecution was not warranted, and the jury was discharged without returning any indictments. Subsequently, the attorneys who had been in charge of the grand jury investigation began a civil investigation of the alleged price fixing. During the course of this investigation, Civil Investigative Demands (CIDs) were served on the corporations, as well as other persons and entities, requesting the production of various documents. Compliance with the CIDs could be achieved by certifying that the requested materials had already been furnished to the grand jury which investigated the price-fixing charges. Two of the corporations refused to comply with the CIDs and otherwise refused to produce requested documents. Nevertheless, the Antitrust Division attorneys came to the tentative conclusion that the businesses had violated the False Claims Act (31 USCS 3729-3731) and the Foreign Assistance Act (22 USCS 2151-2429) as well as the Sherman Act. However, because the Civil Division of the Department of Justice has primary responsibility for enforcing the False Claims Act, the Antitrust Division attorneys deemed it appropriate to consult with Civil Division attorneys before initiating a civil action. Also, due to the venue of the contemplated civil action, it was felt to be necessary to consult with the United States Attorney for the Southern District of New York. Accordingly, the Antitrust Division attorneys requested, under Rule 6(e) of the Federal Rules of Criminal Procedure, an order allowing them to disclose the grand jury materials from the price-fixing investigation to various named Government attorneys and their associates. Rule 6(e) prohibits the disclosure of grand jury materials except as prescribed in that rule. The United States District Court for the Southern District of New York granted the request, finding that the Government's interest in coordinating fair and efficient enforcement of the False Claims Act and in obtaining the Civil Division's and the United States Attorney's expert consultation constituted a ""particularized need"" for such disclosure pursuant to the considerations described in case law interpreting the requirements of Rule 6(e). After the corporations had been advised of the the Rule 6(e) order and of the impending civil action against them, they moved to vacate the Rule 6(e) order and to oin the Government from using the grand jury information in the civil action. The District Court denied both forms of relief, and the corporations appealed to the United States Court of Appeals for the Second Circuit, requesting immediate interim relief as well. The Court of Appeals granted partial relief, allowing the Government to file a complaint, but ordering it to be filed under seal. After expedited consideration, the Court of Appeals, reversing both aspects of the District Court's order, concluded (1) that because the Antitrust Division attorneys who had worked on the grand jury investigation were now involved only in civil proceedings, they were forbidden from making continued use of the grand jury information without first obtaining a court order under Rule 6(e), and (2) that disclosure of the grand jury materials to previously uninvolved attorneys for consultation purposes had not been supported by an adequate showing of particularized need because the same information eventually could have been obtained through civil discovery; nevertheless, the Court of Appeals, holding that the complaint which had been filed by the Government disclosed nothing about the grand jury investigation, took no action with respect to the Government's complaint (774 F2d 34).",lexis
"After entering the defendant's shop during his break in order to speak with a female employee, a uniformed police officer noticed an envelope containing money behind the counter, and, upon examination, discovered that it held policy slips as well. Without confiscating the envelope, the officer learned by questioning the employee that it belonged to the defendant. Four months later, a government agent, acting on information supplied by the officer but without knowledge of the manner in which it was obtained, questioned the employee regarding the defendant's activities. Subsequently, the defendant denied before a grand jury that he was involved in gambling activity, but this testimony was contradicted by the employee. As a result, the defendant was indicted for perjury, and was found guilty in a bench trial by the United States District Court for the Southern District of New York. However, the District Court thereafter granted the defendant's motion to suppress the employee's testimony, concluding that it was a ""fruit of the poisoned tree,"" and set aside the verdict. The United States Court of Appeals for the Second Circuit affirmed the suppression ruling (542 F2d 136).",lexis
"Before the enactment of the Civil Rights Act of 1964, Negroes were convicted in the state courts of South Carolina and Arkansas of violating state trespass statutes by participating in lunch counter sit-in demonstrations, and their convictions were affirmed, respectively, by the Supreme Court of South Carolina (241 SC 420, 128 SE2d 907) and the Supreme Court of Arkansas (236 Ark 596, 367 SW2d 750).",lexis
"In August 1996, two former employees of the University of Minnesota, an arm of the state of Minnesota, filed age-discrimination complaints in the United States District Court for the District of Minnesota against the university's board of regents under the federal Age Discrimination in Employment Act (ADEA) (29 USCS 621 et seq.) and Minnesota's human rights act. The charges alleged that the university had discriminated against the employees in December 1994. In September 1996, the university filed answers setting forth, among other matters, an affirmative defense that the suits were barred in whole or in part by the Federal Constitution's Eleventh Amendment. In July 1997, the university moved to dismiss the employees' federal and state claims, but the employees urged the Federal District Court to exercise supplemental jurisdiction over the state claims pursuant to a provision of the federal supplemental jurisdiction statute (28 USCS 1367(a))--which generally grants Federal District Courts jurisdiction over all nonfederal claims that are so related to claims in an action within such courts' original jurisdiction that such nonfederal claims form part of the same case or controversy--if the federal claims were upheld. On July 11, 1997, the Federal District Court granted the university's motion to dismiss.",lexis
"Herman Frederick Marks was born in Milwaukee, Wisconsin, on August 1, 1921. In 1958 he went to Cuba and there joined Fidel Castro's revolutionary forces fighting in the Sierra Maestra Mountains to overthrow the government of Fulgencio Batista. After the revolution was brought to a successful conclusion in January 1959, Marks continued to serve as a captain in the Cuban Rebel Army. He was placed in command of some 7,000 to 8,000 men charged with the security of La Cabana, a military prison and fortress in Havana. There he presided over the execution of numerous prisoners condemned to death by military tribunals. Later he was assigned to give instructions on the use of weapons at a military police school and at Principe Prison, where he again commanded a unit of security guards.",lexis
"A national farm workers union, a union agent, certain farm workers, and a union supporter commenced suit in the United States District Court for the District of Arizona seeking a declaration that various sections of Arizona's farm labor statute, as well as the entire statute, were unconstitutional, and also seeking an injunction against the statute's enforcement. The statue sets forth various procedures governing the election of employee bargaining representatives, establishes various rights of agricultural employers and employees, proscribes several employer and union practices, and establishes a civil and criminal enforcement scheme for insuring compliance with the statute's substantive provisions. A three-judge District Court determined that the challenges were presently justiciable, ruled five distinct portions of the statute unconstitutional, and struck down the entire statute by virtue of its inseparability from these provisions. Specifically, the District Court declared unconstitutional a section specifying procedures for the election of employee bargaining representatives, a provision limiting union publicity directed at consumers of agricultural products, and the statute's criminal penalty provision. The District Court also found unconstitutional a section excusing an employer from furnishing to a labor organization certain information and aid to enable it to communicate with the employer's employees (i.e., an access provision), and struck down a provision construed by the court as mandating compulsory arbitration of labor disputes (449 F Supp 449).",lexis
"While awaiting trial on a criminal charge of violating the San Francisco Housing Code by refusing to permit building inspectors to inspect his residence without warrant, the defendant brought an action for a writ of prohibition to be issued to the criminal court, alleging that the ordinance authorizing such inspections was unconstitutional on its face.",lexis
"In a state criminal trial at which the respondent was convicted for violating the Ohio Securities Act, the prosecutor commented extensively upon the respondent's failure to testify. The respondent unsuccessfully sought reversal of his conviction in the Ohio state courts and, on certiorari, in the United States Supreme Court. His subsequent petition for habeas corpus in the United States District Court for the Southern District of Ohio was dismissed, but the Court of Appeals for the Sixth Circuit reversed this dismissal, holding that in view of the fact that the Supreme Court's decision in Malloy v Hogan, 378 US 1, 12 L ed 2d 653, 84 S Ct 1489, had overturned earlier holdings that the Fifth Amendment privilege against self- incrimination did not apply to state trials, it was not constitutionally permissible for the prosecutor to comment on the respondent's failure to testify. (337 F2d 990.) Pending subsequent proceedings in the instant case, the Supreme Court itself expressly held in Griffin v California, 380 US 609, 14 L ed 2d 106, 85 S Ct 1229, that it was unconstitutional for a prosecutor or trial judge to make adverse comment upon a defendant's failure to testify in a state criminal trial. Later, the Supreme Court granted certiorari in the instant case as to the question whether the Griffin decision was applicable retrospectively.",lexis
"Section 203(a) of the United States Secretary of Labor's ""interim regulations"" ( 20 CFR 727.203(a)) governing claims filed between July 1, 1973, and April 1, 1980, under the Black Lung Benefits Act of 1972 (30 USCS 901 et seq.), provides that a claimant who engaged in coal-mine employment for at least 10 years is entitled to an ""interim presumption"" of eligibility for disability benefits if the claimant meets one of the following medical requirements: (1) a chest X-ray ""establishes"" the presence of pneumoconiosis (black lung disease), (2) ventilatory studies establish the presence of a respiratory or pulmonary disease of a specified severity, (3) blood gas studies demonstrate an impairment in the transfer of oxygen from the lungs to the blood, or (4) other medical evidence establishes a totally disabling respiratory impairment. Section 203(b) of the interim regulations ( 20 CFR 727.203(b)) provides that all relevant medical evidence shall be considered in the adjudication of a claim, and that the interim presumption is rebutted if the evidence establishes certain conclusions. Pursuant to these provisions, a former coal miner filed a claim for disability benefits with the Secretary in 1976. At a hearing before an administrative law judge (ALJ), numerous exhibits were placed into evidence, including one qualifying and seven nonqualifying X-ray interpretations, two qualifying and four nonqualifying ventilatory studies, and one qualifying and five nonqualifying physicians' opinions. After weighing the evidence, the ALJ (1) held that the claimant was not entitled to the interim presumption, and (2) entered an order denying benefits. The Benefits Review Board affirmed this order, but the United States Court of Appeals for the Fourth Circuit reversed and remanded. Rejecting a reading of the regulations that was advanced by the Director of the United States Labor Department's Office of Workers' Compensation Programs, who was the administrator of the Department's black lung program by delegation of the Secretary, the Court of Appeals held that a single item of qualifying evidence was always sufficient to invoke the interim presumption and thereby shift the burden of persuasion to the employer (785 F2d 424).",lexis
"Taxpayers in three federal judicial circuits who had received notices of deficiency from the Commissioner of Internal Revenue--charging the taxpayers with failure to report certain payments on their individual tax returns and with tax fraud--filed petitions for redetermination in the Tax Court. The Chief Judge assigned the consolidated case to a special trial judge who, after trial, submitted a Rule 183(b) report to the Chief Judge, who then issued an order assigning the case to a Tax Court judge for review of the report, and if approved, for adoption. The Tax Court judge issued the Tax Court's decision, holding the taxpayers liable for underpaid taxes and for fraud penalties. That decision, which included a document labeled ""Opinion of the Special Trial Judge,"" stated ""The Court agrees with and adopts the opinion of the Special Trial Judge, which is set forth below.""",lexis
"In the Superior Court of Suffolk County, Massachusetts, an accused and a codefendant were tried before a jury on charges arising out of a shooting. There were three charges against the accused, two alleging assault and a third alleging unlawful possession of a firearm. At the conclusion of the prosecution's case, the accused moved, under a Massachusetts rule of criminal procedure, for a required finding of not guilty on the firearm charge. At sidebar and after hearing argument from the prosecutor, the trial judge granted the motion, reasoning that there was ""not a scintilla of evidence"" that the accused had possessed a weapon with--as Massachusetts law then required for the offense's ""firearm"" element--a barrel length of less than 16 inches. The accused's motion was marked with a handwritten endorsement ""Filed and after hearing, Allowed,"" and the motion's allowance was entered on the docket, but the trial judge did not notify the jury of this ruling. Later, after the defense case had proceeded and the defense had rested, the prosecutor brought to the trial judge's attention a Massachusetts precedent under which, the prosecutor contended, the alleged victim's testimony, during the prosecution's case, about the kind of gun assertedly used sufficed to establish that the barrel was shorter than 16 inches. The trial judge announced orally that she was ""reversing"" her previous ruling and allowing the firearm charge to go to the jury. Corresponding notations were made on the original of the accused's motion and on the docket. The jury then convicted the accused on all three charges. Subsequently, the accused received a sentence of imprisonment.",lexis
"Relying on the First and Fourteenth Amendments' protection from governmental suppression, the Supreme Court of the United States reversed judgments of (1) the Appellate Term of the Supreme Court of New York, First Judicial Department, affirming an obscenity conviction; (2) the Circuit Court of McCracken County, Kentucky, convicting a retail bookstore and newsstand owner-operator of distributing obscene literature; and (3) the Supreme Court of Arkansas, affirming a judgment which declared certain magazines to be obscene, enjoined their distribution, and ordered their surrender and destruction. (239 Ark 474, 393 SW2d 219.)",lexis
"American nationals may seek money damages from state sponsors of terrorism in the courts of the United States. See 28 U. S. C. § 1605A. Prevailing plaintiffs, however, often face practical and legal diffculties enforcing their judgments. To place beyond dispute the availability of certain assets for satisfaction of judgments rendered in terrorism cases against Iran, Congress enacted the Iran Threat Reduction and Syria Human Rights Act of 2012. As relevant here, the Act makes a designated set of assets available to satisfy the judgments underlying a consolidated enforcement proceeding which the statute identifies by the District Court's docket number. 22 U. S. C. §8772. Section 8772(a)(2) requires a court, before allowing execution against these assets, to determine, inter alia, ""whether Iran holds equitable title to, or the beneficial interest in, the assets."" Respondents-more than 1,000 victims of Iran-sponsored acts of terrorism, their estate representatives, and surviving family members-rank within 16 discrete groups, each of which brought suit against Iran. To enforce judgments they obtained by default, the 16 groups moved for turnover of about $1.75 billion in bond assets held in a New York bank account-assets that, respondents alleged, were owned by Bank Markazi, the Central Bank of Iran. The turnover proceeding began in 2008. In 2012, the judgment holders updated their motions to include execution claims under §8772. Bank Markazi maintained that §8772 could not withstand inspection under the separation-of-powers doctrine, contending that Congress had usurped the judicial role by directing a particular result in the pending enforcement proceeding. The District Court disagreed, concluding that §8772 permissibly changed the law applicable in a pending litigation. The Second Circuit affirmed.",lexis
"A credit company loaned money to a clothing manufacturer and obtained a security interest in the manufacturer's inventory. After the manufacturer ran into financial difficulties and ceased operations, the credit company took possession of the inventory, including items which had been manufactured during the last few weeks of the manufacturer's operations, for which the manufacturer's employees had not been paid. The United States Department of Labor, determining that items manufactured during the period for which the employees had not been paid (1) had been produced in violation of the minimum wage and overtime requirements of 6 and 7 of the Fair Labor Standards Act (FLSA) (29 USCS 206, 207) and thus (2) were barred from introduction into interstate commerce under the ""hot goods"" provision of 15(a)(1) of the FLSA (29 USCS 215(a)(1)), filed two separate actions in which the Department sought to enjoin the credit company from shipping those items in interstate commerce. In those actions, both the United States District Court for the Eastern District of Tennessee (608 F Supp 215) and the United States District Court for the Western District of Tennessee (621 F Supp 22) (1) rejected the credit company's contention that 15(a)(1) is not applicable to secured creditors who have obtained ""hot goods"" by properly taking possession of collateral for a defaulted loan, and (2) granted the Labor Department's motion for preliminary injunctions. In a consolidated appeal, the United States Court of Appeals for the Sixth Circuit affirmed the judgments of both District Courts (788 F2d 1200).",lexis
Claimants under the Longshoremen's and Harbor Workers' Compensation Act sustained injuries of which each was immediately aware but from which compensable disability did not result until more than a year thereafter.,lexis
"On the day following his naturalization in a state court the plaintiff, a soldier in the United States Army, disclaimed loyalty to the United States. Upon motion immediately filed by the United States, the naturalization order was vacated by the state court within the same term at which it had been issued. While in custody for deportation, the plaintiff filed a complaint in a federal court for a declaration that he was a citizen of the United States, proceeding on the theory that the order vacating his naturalization was void because it had been issued without compliance with 338 of the Nationality Act of 1940, under which an independent suit is the remedy for setting aside a naturalization order.",lexis
"An Ohio state court, declaring that an insurance company was insolvent, directed that the company be liquidated. The Ohio superintendent of insurance was appointed to serve as liquidator. In the ensuing liquidation proceedings, the United States--which filed claims in excess of $ 10.7 million as an obligee on various immigration, appearance, performance, and payment bonds issued by the company as surety--asserted that those claims were entitled to first priority under 31 USCS 3713(a)(1)(A)(iii), which provides that a claim of the United States must be paid first when a person indebted to the United States is insolvent and an act of bankruptcy has been committed. Thereafter, the superintendent brought a declaratory judgment action in the United States District Court for the Southern District of Ohio against the United States. The superintendent argued that 3713(a)(1)(A)(iii) did not pre-empt an Ohio statute under which claims of federal, state, and local governments were entitled to only fifth priority--behind administrative expenses, specified wage claims, policyholders' claims, and claims of general creditors--in proceedings to liquidate an insolvent insurance company, because such statute fell within 2(b) of the McCarran-Ferguson Act (15 USCS 1012(b)), which provides that no federal statute will be construed to supersede a state statute enacted ""for the purpose of regulating the business of insurance"" unless the federal statute specifically relates to the business of insurance. The District Court, granting summary judgment for the United States, ruled that the Ohio statute did not involve the ""business of insurance"" pursuant to 2(b). On appeal, the United States Court of Appeals for the Sixth Circuit, reversing, expressed the view that the Ohio statute was exempt from federal pre-emption as a regulation of the ""business of insurance"" within the meaning of the McCarran-Ferguson Act, because the Ohio statute (1) transferred and spread the risk of insurer insolvency; (2) involved an integral part of the policy relationship; and (3) focused upon the protection of policyholders by diverting the scarce resources of the liquidating entity away from other creditors (939 F2d 341).",lexis
"Petitioners are prisoners who claim that the prison authorities have denied them access to law books needed to seek judicial remedies. They are inmates of the Bexar County Jail in Texas and instituted this action in the District Court to restrain the respondent's interference with their reasonable access to hardbound law books and other legal matter. n1 They asserted that county jail regulations and practices deprived them of their rights to seek judicial redress. Their custodians answered that prison security necessitated removing hardback covers as part of an overall scheme to arrest smuggling of contraband. Without conducting a hearing into the matter, the District Court summarily dismissed the complaint. n2",lexis
"Defendant was indicted for the offenses of first degree murder, second degree murder, and manslaughter. There was no dispute in the case that defendant was in custody and had invoked his right to counsel. The trial court determined that defendant's incriminating statements required suppression after an officer gave defendant a statement of the charges against him that inaccurately indicated that he was facing the death penalty. After giving defendant the statement, the officer inquired if defendant was ready to talk after seeing the statement. Defendant argued that the officer's comment was the functional equivalent of interrogation made specifically for the purpose of getting defendant to talk. The State contended that the officer's remark was nothing more than a comment on the seriousness of the charges.",lexis
